nombre_farmacia,latitud,longitud
FRONTIER WELLNESS,1.95E-07,-1.02E-06
FARMACIA Y VENTA DE PRODUCTOS NATURISTAS,1.95E-07,-1.02E-06
FARMACIAS SIMILARES,1.95E-07,-1.02E-06
FARMACIA GUSTAVO S,1.95E-07,-1.02E-06
FARMACIAS SIMILARES DE LOS ALTOS,1.95E-07,-1.02E-06
FARMACIA EL ANGEL,1.95E-07,-1.02E-06
CLUB DE NUTRICION,1.95E-07,-1.02E-06
FARMACIA CEFEDA,1.95E-07,-1.02E-06
FARMACIA DE GENERICOS Y SIMILARES,1.95E-07,-1.02E-06
FARMACIA LABASTIDA,1.95E-07,-1.02E-06
FARMACIA JESSY,1.95E-07,-1.02E-06
FARMACIA DEL CENTRO DE SALUD DEL CARMEN,1.95E-07,-1.02E-06
FARMACIA SANTA INES,1.95E-07,-1.02E-06
FARMACIA MARYAN,2.10E-07,-1.02E-06
FRAMACIA PERLA,1.95E-07,-1.02E-06
FARMACIA DE CIMILARES,2.10E-07,-1.02E-06
FARMACIA JARRETADERAS,1.95E-07,-1.02E-06
FARMACIA AMEZAN,1.95E-07,-1.02E-06
FARMACIA,1.99E-07,-1.02E-06
FARMA CONSULTORIO FUNDACION EVA GARCIA DE JOAQUIN,1.99E-07,-1.02E-06
FARMACIA RL,2.10E-07,-1.02E-06
FARMACIA GNS,2.10E-07,-1.02E-06
MICROBIOME,2.10E-07,-1.02E-06
BODYLOGIC,2.10E-07,-1.02E-06
DERMAPLASTIC,2.10E-07,-1.02E-06
HOMEOPATIA Q,2.10E-07,-1.02E-06
FARMACIA SAN DIEGO,2.10E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.10E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 96,2.10E-07,-1.02E-06
FARMACIA MAS SALUD,2.10E-07,-1.02E-06
FARMACIA HERMANOS ACOSTA,2.10E-07,-1.02E-06
FARMACIAS BENAVIDES SUC LOMAS DEL VALLE JAL,2.10E-07,-1.02E-06
FARMACIA I�IGUEZ,2.02E-07,-1.02E-06
FARMACIA DOCTOR LARES,2.02E-07,-1.02E-06
FARMACIA JUAN PABLO SEGUNDO,2.10E-07,-1.02E-06
FARMACIA COLLI,2.02E-07,-1.02E-06
FARMACIAS TAPATIAS,2.04E-07,-1.02E-06
FARMACIA ALI,2.04E-07,-1.02E-06
FARMACIAS BENAVIDES SUC OBLATOS JAL,2.02E-07,-1.02E-06
FARMACIA DOCTOR LARES GENERICOS,2.02E-07,-1.02E-06
FARCIA DG,2.04E-07,-1.02E-06
FARMACIA G.I.,1.85E-07,-1.02E-06
FARMACIA Y CIBER FARMACIA Y CIBER VERONICA,2.09E-07,-1.02E-06
FARMA SALUD,2.09E-07,-1.02E-06
FARMACIA JALISCO II,2.09E-07,-1.02E-06
FARMACIA LA PAZ,2.06E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.06E-07,-1.02E-06
COMPLEX ORTHOPEDIC,2.09E-07,-1.02E-06
FARMACIA Y GENERICOS INTERCAMBIABLES,2.06E-07,-1.02E-06
FARMACIA EGOMBARA,1.85E-07,-1.02E-06
FARMACIA GUADALAJARA,1.85E-07,-1.02E-06
FARMACIA ECONOMICA,1.91E-07,-1.02E-06
FARMACIA GUADALAJARA,1.91E-07,-1.02E-06
FARMACIA AME S,1.91E-07,-1.02E-06
FARMACIA AURORA,1.93E-07,-1.02E-06
SANAPIEL FARMACIA DERMATOLOGICA,1.91E-07,-1.02E-06
FARMACIA LA PAZ,1.91E-07,-1.02E-06
FARMACIAS CARREY,1.91E-07,-1.02E-06
CLINICA PARA SOPORTE DELPACIENTE CON DOLOR,1.91E-07,-1.02E-06
FARMACIA LA PAZ,1.91E-07,-1.02E-06
FARMACIA LA PAZ,1.91E-07,-1.02E-06
FARMACIA ONKONED,1.93E-07,-1.02E-06
FARMACIA CRISTALY,1.93E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.93E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDPU PATRIA UNIVERSIDAD  SUC. 2245,1.93E-07,-1.02E-06
FARMACIAS SAN PABLO,1.93E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.93E-07,-1.02E-06
FARMACIA SANTIAGO,1.93E-07,-1.02E-06
PHARMASHOP,1.93E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.91E-07,-1.02E-06
FARMACIAS BENAVIDES SUC ARISTA JAL,1.91E-07,-1.02E-06
DILABIM LABORATORIOS DE ANALISIS CLINICOS,1.91E-07,-1.02E-06
FARMACIA CAREY,1.93E-07,-1.02E-06
FARMACIA GI,1.93E-07,-1.02E-06
FARMACIA OPALO,1.93E-07,-1.02E-06
FARMACIAS LA PAZ,1.93E-07,-1.02E-06
FARMACIAS DE SIMILARES,1.93E-07,-1.02E-06
FARMACIA PV,1.91E-07,-1.02E-06
FARMACIA LA PROVIDENCIA,1.91E-07,-1.02E-06
ARTICULOS MEDICOS,1.91E-07,-1.02E-06
FARMACIA DE ESPECIALIDADES,1.91E-07,-1.02E-06
CONSULTORIO MEDICO Y FARMACIA,1.91E-07,-1.02E-06
FARMACIA LIZZETE,1.91E-07,-1.02E-06
FARMACEUTICA GARBY,1.91E-07,-1.02E-06
FARMACIA SAN JUDAS TADEO,1.91E-07,-1.02E-06
FARMACIA GENERICOS NATUREX,1.91E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.91E-07,-1.02E-06
FARMACIAS YZA,1.91E-07,-1.02E-06
FARMACIA PV PERGOLAS,1.91E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GD3M SUCURSAL 3 DE MARZO,1.91E-07,-1.02E-06
FARMACIAS BENAVIDES SUC EULOGIO PARRA JAL,1.91E-07,-1.02E-06
FARMACIA SAGRADO CORAZON,1.91E-07,-1.02E-06
FARMACEUTICOS VIDA,1.91E-07,-1.02E-06
FRAMACIA DERMATOLOGICA CIVIL,1.91E-07,-1.02E-06
FARMACIA ARACELI,1.91E-07,-1.02E-06
FARMACIA GENERI K,1.91E-07,-1.02E-06
FARMACIA DE TODO,1.91E-07,-1.02E-06
FARMANCIA BAZAR,1.91E-07,-1.02E-06
FARMACIA ANITA,1.91E-07,-1.02E-06
FARMACIA GS,1.91E-07,-1.02E-06
FARMACIA SAN MIGUEL,1.91E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.91E-07,-1.02E-06
FARMACIAS BENAVIDES SUC TERRANOVA JAL,1.91E-07,-1.02E-06
FARMACIAS BENAVIDES SUC NACIONES UNIDAS JAL,1.91E-07,-1.02E-06
FARMACIA LA MORENITA,1.91E-07,-1.02E-06
FARMACIA DERMATOLOGICA,1.91E-07,-1.02E-06
FARMACIA BLANCA,1.91E-07,-1.02E-06
FARMACIA YAZMIN,1.91E-07,-1.02E-06
FARMACIA AGUIMAR,1.91E-07,-1.02E-06
FARMACIAS YZA SUC 1E12 YZA PLAYA GUADALUPANA,1.91E-07,-1.02E-06
BOTICA LA SALUD,1.91E-07,-1.02E-06
FARMACIA CITLALLI,1.91E-07,-1.02E-06
LINEA DE INSUMOS MEDICOS,1.91E-07,-1.02E-06
FARMACIA JEMISSA,1.91E-07,-1.02E-06
FARMACIA ODETTE,1.91E-07,-1.02E-06
FARMACIA HERMANOS ACOSTA,1.91E-07,-1.02E-06
FARMACIA,1.91E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.91E-07,-1.02E-06
FARMACIA,1.91E-07,-1.02E-06
FARMACIA,1.91E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMAGENIX,2.07E-07,-1.02E-06
FARMACIAS SIN MINIS�PER,1.91E-07,-1.02E-06
FARMACIA MARITZA,1.91E-07,-1.02E-06
FARMACIA CESAR,1.91E-07,-1.02E-06
FARMACIA ECONOMICA,1.91E-07,-1.02E-06
FARMACIAS SUS ECONOMICAS,1.80E-07,-1.02E-06
FARMACIAS GRUPO FARMATERRA,1.80E-07,-1.02E-06
FARMACIA ALI,2.07E-07,-1.02E-06
FARMACIA REYES,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA  GE,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA DANI,2.07E-07,-1.02E-06
FARMACIA DEL SEGURO POPULAR,1.91E-07,-1.02E-06
FARMACIA LOS HERMANOS,1.91E-07,-1.02E-06
FARMACIA DEL SAGRARIO,1.91E-07,-1.02E-06
FARMACIA SIN NOMBRE,1.91E-07,-1.02E-06
VENTA PRODUCTOS NATURISTAS,2.07E-07,-1.02E-06
FARMACIA MENDOZA,1.91E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA FAMILIAR,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIAS GENEVID,2.07E-07,-1.02E-06
FARMACIAS SIN MINIS�PER,2.07E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.07E-07,-1.02E-06
FARMACIA HOSPITAL,1.91E-07,-1.02E-06
FARMACIA LA ESTANCIA,2.07E-07,-1.02E-06
FARMACIA ANGEL DE LA SALUD,2.07E-07,-1.02E-06
FARMACIA DMI,2.07E-07,-1.02E-06
FARMACIA DE LA CRUZ,1.91E-07,-1.02E-06
FARMACIA SAN ESTEBAN,1.91E-07,-1.02E-06
FARMAGENEX,1.91E-07,-1.02E-06
FARMACIA ESTRELLA,2.07E-07,-1.02E-06
FARMACIA ESTRELLA,2.07E-07,-1.02E-06
FARMACIA IRIS,2.07E-07,-1.02E-06
LOS REMEDIOS DEL ABUELO,2.07E-07,-1.02E-06
FARMACIA GARCIA,2.00E-07,-1.02E-06
FARMACIA SAN ELIAS,1.97E-07,-1.02E-06
FARMACIA DG,1.91E-07,-1.02E-06
FARMACIA,1.91E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA SUSI,2.07E-07,-1.02E-06
FARMACIA LA MAS BARATA SUC 1007,2.07E-07,-1.02E-06
FARMACIA JANY,2.07E-07,-1.02E-06
FARMACIA SAN ESTEBAN,2.07E-07,-1.02E-06
FARMACIA LOS OLIVOS,2.07E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.07E-07,-1.02E-06
FARMACIA MELY MEDIC,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
FARMACIA LUPITA,2.07E-07,-1.02E-06
FARMACIAS CARREY,2.01E-07,-1.02E-06
FARMACIA LA MAS BARATA,2.01E-07,-1.02E-06
FARMACIA PINO SUAREZ,2.01E-07,-1.02E-06
FARMACIAS CARREY,2.00E-07,-1.02E-06
701675 FARMACIAS SIMILARES PLAYA 14,1.97E-07,-1.02E-06
ELECTROPAPER FARMACIA,1.97E-07,-1.02E-06
FARMACIA LOS HERMANOS,1.97E-07,-1.02E-06
PHARMALESS FARMACIA,2.07E-07,-1.02E-06
FARMACIA ESPERANZA,2.07E-07,-1.02E-06
FARMACIAS SIMILARES,2.07E-07,-1.02E-06
FARMACIAS SIMILARES,2.07E-07,-1.02E-06
FARMACIA SAN PATRICIO,2.07E-07,-1.02E-06
ECOFARMACIA,2.07E-07,-1.02E-06
FARMACIA GERARDO,2.07E-07,-1.02E-06
FARMACIA ESPERANZA,2.07E-07,-1.02E-06
FARMACIA,2.07E-07,-1.02E-06
SALUD FARMA,2.07E-07,-1.02E-06
FARMACIA CITLALLI,2.07E-07,-1.02E-06
FARMACIA GONZALEZ,2.00E-07,-1.02E-06
FARMACIA LA ECON�MICA,1.97E-07,-1.02E-06
FARMACIAS GALENO,2.07E-07,-1.02E-06
FARMACIA SAN PABLO 1,2.07E-07,-1.02E-06
FARMACIA LA PAZ,2.07E-07,-1.02E-06
FARMACIA IRIS,2.07E-07,-1.02E-06
FARMACIA GENERICOS Y SIMILARES,2.07E-07,-1.02E-06
FARMACIA JUAN DIEGO,2.07E-07,-1.02E-06
FARMACIAS FAMILIARES,2.07E-07,-1.02E-06
FARMACIA JOHANN,2.00E-07,-1.02E-06
FARMACIA EL HOSPITALITO,1.97E-07,-1.02E-06
FARMACIA SIMILARES,1.97E-07,-1.02E-06
FARMACIA ADRIANA,1.97E-07,-1.02E-06
FARMACIA EL SANTUARIO,2.13E-07,-1.02E-06
FARMACIA SIN NOMBRE,2.12E-07,-1.02E-06
FARMACIA LA GUADALUPANA,2.07E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDAM AMERICAS SUC. 1893,2.07E-07,-1.02E-06
MUEBLES DICO BOLERAMA,2.07E-07,-1.02E-06
FARMACIAS MEDISIM,2.07E-07,-1.02E-06
FARMACIA SANTO TOMAS,2.07E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDVA GUADALAJARA VALLARTA,2.07E-07,-1.02E-06
SURTIDORA FARMACEUTICA,2.07E-07,-1.02E-06
FARMACIAS BENAVIDES SUC CENTRO MEDICO JAL,2.07E-07,-1.02E-06
FARMACIA SIMILARES,2.07E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDPC GUADALAJARA PABLO CASALS,1.91E-07,-1.02E-06
FARMACIA SINAI,1.91E-07,-1.02E-06
FARMACIA LA MORENITA,2.13E-07,-1.02E-06
FARMACIA SAN MIGUEL,2.07E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 10,2.05E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.12E-07,-1.02E-06
COMERCILA FARMACIAS PERZONALIZADAS,2.12E-07,-1.02E-06
FARMACIAS ESPECIALIZADAS GUADALAJARA II,2.05E-07,-1.02E-06
FARMACIAS SIN MINIS�PER,2.13E-07,-1.02E-06
FARMACIA VIDA Y SALUD,2.07E-07,-1.02E-06
FARMACIAS FAMILIARES,2.12E-07,-1.02E-06
LOBRI FARMACIAS,2.12E-07,-1.02E-06
FARMACIA SAN FRANCISCO,2.12E-07,-1.02E-06
FARMACIAS ESPECIALIZADAS GUADALAJARA III,2.12E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.12E-07,-1.02E-06
FARMACIA DE GENERICOS,2.12E-07,-1.02E-06
FARMACIAS SIMILARES,2.12E-07,-1.02E-06
FARMACIA SANCHEZ,2.07E-07,-1.02E-06
FARMACIAS SIMILARES,2.12E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDMC GUADALAJARA MANUEL ACU�A,2.12E-07,-1.02E-06
FARMACIAS BENAVIDES SUC MANUEL ACUNA JAL,2.07E-07,-1.02E-06
BIOHAUS,2.13E-07,-1.02E-06
FARMACIA HOMEOPATICA HASLER,2.12E-07,-1.02E-06
FARMACIAS LA PAZ,2.12E-07,-1.02E-06
F FT GDL MA ACU�A 00407 TM,2.05E-07,-1.02E-06
FARMACIAS DE SIMILARES PUERTO VALLARTA 20,2.05E-07,-1.02E-06
FARMACIA SIMILAR SIN NOMBRE,2.05E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.05E-07,-1.02E-06
FARMACIA LUZ,2.05E-07,-1.02E-06
FARMACIAS SIMILARES,2.12E-07,-1.02E-06
FARMACIA LA GUADALUPANA,2.12E-07,-1.02E-06
CENAREM,2.07E-07,-1.02E-06
FARMACIA AMBARI,2.05E-07,-1.02E-06
FARMACIA MIRIAM,2.05E-07,-1.02E-06
LA LUZ FARMACIA,2.05E-07,-1.02E-06
ANESTECICOS DE JALISCO,2.05E-07,-1.02E-06
FARMACIA ULTRA,2.12E-07,-1.02E-06
DROGUERIA FARMACIA OSSAR BENESTARE,2.07E-07,-1.02E-06
FARMACIAS DG,2.05E-07,-1.02E-06
FARMACIA DE LA VERACRUZ,2.03E-07,-1.02E-06
FFARMACIA BEDA,2.03E-07,-1.02E-06
FARMACIA SAN RAFAEL,2.12E-07,-1.02E-06
FARMACIA DE GENERICOS SIN NOMBRE,2.03E-07,-1.02E-06
QUIRUSHOP SUC LOPEZ MATEOS,2.13E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.13E-07,-1.02E-06
PRUDUCTOS DE FARMACIA AL POR MENOR,2.12E-07,-1.02E-06
EXPOMEDICA,2.05E-07,-1.02E-06
FARMACIA SAGRADO CORAZON,2.05E-07,-1.02E-06
NUEVA FARMACIA Y DROGUERIA TOLEDO,2.05E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 20,2.03E-07,-1.02E-06
FARMACIAS BENAVIDES SUC STA. TERE JAL,2.03E-07,-1.02E-06
FARMACIAS YZA SUC 1E11 YZA PLAYA VILLAS RIVIERA,2.03E-07,-1.02E-06
FARMACIA,2.03E-07,-1.02E-06
FARMACIA GENERICOS,1.80E-07,-1.02E-06
FARMACIA GEFRA,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
PROVEM,1.80E-07,-1.02E-06
FARMACIA GEFRA,1.80E-07,-1.02E-06
"FARMAC�A, LA GUERA",2.12E-07,-1.02E-06
FARMACIA GENERICA,2.03E-07,-1.02E-06
FARMACIA GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.12E-07,-1.02E-06
FARMACIAS ESPECIALIZADAS GUADALAJARA I,2.07E-07,-1.02E-06
FARMACIA ECONOFARMACIA,2.05E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 9,2.05E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.99E-07,-1.02E-06
CONSULTORIO MEDICO SIN NOMBRE,2.13E-07,-1.02E-06
FARMACIA DE GENERICOS O.J,2.12E-07,-1.02E-06
FARMACIA GABY,2.07E-07,-1.02E-06
FARMACIA ALGIA,2.05E-07,-1.02E-06
FARMACOS PROFESIONALES,2.12E-07,-1.02E-06
GEMINIS FARMACIAS ESPECIALIZADAS,2.12E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDAM GUADALAJARA GARIBALDI,1.80E-07,-1.02E-06
GRUPO MEDINAMIC,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA GS,1.91E-07,-1.02E-06
FARMACIA SAN JOSE,1.91E-07,-1.02E-06
EXPOPHARMA,2.00E-07,-1.02E-06
FARMACIA ANGELES SUCURSAL GUADALAJARA,1.99E-07,-1.02E-06
BODEGA DE SUPERMEDIC FARMACIA,1.99E-07,-1.02E-06
FARMACIAS BENAVIDES SUC HOSPITAL DEL CARMEN - LOCAL 1 JAL,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC HOSPITAL DEL CARMEN LOCALES 13 Y 14 JAL,2.00E-07,-1.02E-06
FARMACIA DE SIMILARES DE LA CRUZ,2.00E-07,-1.02E-06
FARMACIA BIENESTAR,1.99E-07,-1.02E-06
FARMACIAS ESPECIALIZADASS MESI ANGELES DEL CARMEN,1.99E-07,-1.02E-06
FARMACIA DERMATOLOGICA MONRAZ,1.99E-07,-1.02E-06
FARMACIA Y ABARROTES EL MIRADOR,1.99E-07,-1.02E-06
FARMACIA DE SALUD,1.99E-07,-1.02E-06
FARMACIA ZAGO,1.99E-07,-1.02E-06
FARMACIAS BENAVIDES SUC JARDINES VALLARTA JAL,2.00E-07,-1.02E-06
FARMACIA DE LA SALUD,1.99E-07,-1.02E-06
SUPERMEDIC,2.00E-07,-1.02E-06
FARMACIA  GI,2.00E-07,-1.02E-06
FARMACIA LINEA VERDE,1.99E-07,-1.02E-06
FARMACIA MARY,2.00E-07,-1.02E-06
CLUB DE NUTRICION,1.99E-07,-1.02E-06
OFERTI MED SALUD AL ALCANCE,1.99E-07,-1.02E-06
DISTRIBUIDORA MEDICA ZEUS,2.00E-07,-1.02E-06
FARMACIA LARES,2.00E-07,-1.02E-06
FARMACIA SANTA MARTHA,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
BOTICA DEL ANGUEL,1.99E-07,-1.02E-06
FARMACIAS OFTAMOLIGICAS INTEGRALES,1.99E-07,-1.02E-06
FARMACIA MARY,2.00E-07,-1.02E-06
FARMACIAS DE BARRIO,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA ROMA,2.00E-07,-1.02E-06
FARMACIA CORPORELL,2.00E-07,-1.02E-06
FARMACIA DE GENERICOS,2.00E-07,-1.02E-06
FARMACIA MARRUECOS,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA MGI,1.99E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 18,2.00E-07,-1.02E-06
LUMAR FARMACIA,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 107,2.00E-07,-1.02E-06
FARMACIA CLAUDIA,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
PACIFIC PHARMA,2.00E-07,-1.02E-06
FRMACIAS FAAMILIARES,2.00E-07,-1.02E-06
FARMACIA NATIVIDAD DE MARIA,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 12,2.00E-07,-1.02E-06
FARMACIAS DEMSA,2.00E-07,-1.02E-06
AUTOSERVICIO FARMACEUTICO,2.00E-07,-1.02E-06
FARMACIA MAGALLON,2.00E-07,-1.02E-06
BONOMEX,2.00E-07,-1.02E-06
BOTICA NUEVA,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC AMERICAS JAL,2.00E-07,-1.02E-06
FARMACIA GENERICOS FAMILY HG,1.84E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 109,2.00E-07,-1.02E-06
VITA HERBAL,2.00E-07,-1.02E-06
FARMA BASICOS,2.00E-07,-1.02E-06
FARMACIAS SIMILARES,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 66,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA DEL ANGEL,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
FARMACIA DEL OJO,2.00E-07,-1.02E-06
FARMACIA DERMATOLOGICA SANAPIEL,2.00E-07,-1.02E-06
FARMACIA FARMA BASILOS,2.00E-07,-1.02E-06
FARMACIAS GENERIX,1.84E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.84E-07,-1.02E-06
FARMACIAS BENAVIDES SUC JOSE MARIA IGLESIAS JAL,1.84E-07,-1.02E-06
SUMPLEMETOS GENETIKA,2.00E-07,-1.02E-06
FARMACIA LIZ,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.98E-07,-1.02E-06
FARMACIA PHARMA CLINIK,1.84E-07,-1.02E-06
FARMACIA OMEGA,1.84E-07,-1.02E-06
FARMACIAS BENAVIDES SUC PATRIA JAL,1.84E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 3,2.03E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 19,2.00E-07,-1.02E-06
DERMA PIEL FARMACIA DERMATOLOGIA,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
SOUVENIRS MARKET PLACE,2.00E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL MXC4 AVENIDA MEXICO,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.03E-07,-1.02E-06
MINERALES ROMO,2.00E-07,-1.02E-06
F FT JAL MODULO SANTE 00736 TM,2.00E-07,-1.02E-06
FARMACIAS FI,1.84E-07,-1.02E-06
FARMACIA DE SILILARES,2.03E-07,-1.02E-06
FARMACIA MEDICINAS BIOINTEGRALES,2.00E-07,-1.02E-06
FARMACIAS MEDISIM,2.00E-07,-1.02E-06
FARMACIA TEPA,2.00E-07,-1.02E-06
FARMACIA NUEVA RITZ,2.00E-07,-1.02E-06
FARMACIA DEMARTOLOGICA SANAPIEL,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 68,2.00E-07,-1.02E-06
ALERIA,2.00E-07,-1.02E-06
FARMACIA KARLA,2.00E-07,-1.02E-06
EL ARBOL,2.00E-07,-1.02E-06
EL ARBOL,1.98E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.03E-07,-1.02E-06
FARMACIAS ALTIMED,2.03E-07,-1.02E-06
FARMACIA Y REGALOS TANIA,2.00E-07,-1.02E-06
FARMACIA ALVISA,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA KEVIN,2.00E-07,-1.02E-06
FARMACIA DE MEDICAMENTOS CONTROLADOS,2.00E-07,-1.02E-06
MR.PROTEINASZMG,2.00E-07,-1.02E-06
ADN,2.00E-07,-1.02E-06
SALURA FARMACIAS,2.00E-07,-1.02E-06
FARMACIAS YZA SUC 1G03 YZA PLAYA GAVILANES,1.80E-07,-1.02E-06
FARMACIA DELI PIEL,2.04E-07,-1.02E-06
FARMACIA GUADALAJARA,2.03E-07,-1.02E-06
FARMACIAS GI,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA MORELOS,2.00E-07,-1.02E-06
ALTIMED SAN GASPAR,2.00E-07,-1.02E-06
FARMACIA DEL SEGURO POPULAR,2.00E-07,-1.02E-06
BOTICA AZTECA,2.00E-07,-1.02E-06
FARMACIA SIMILAR,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 72,1.80E-07,-1.02E-06
FARMACIA GUADALAJARA,2.03E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 55,2.03E-07,-1.02E-06
FARMACIA LIBERTAD,2.03E-07,-1.02E-06
FARMACIAS YZA SUC 1544 GENERIX UNION,2.00E-07,-1.02E-06
FARMACIA DE DESCUENTO CRISTI,2.00E-07,-1.02E-06
FARMACIA GALENO,2.00E-07,-1.02E-06
GENERIX UNION,2.00E-07,-1.02E-06
FARMACIAS GENERIX,2.00E-07,-1.02E-06
FARMACIA GUADALAJARA,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC PALACIO JAL,2.00E-07,-1.02E-06
FARMACIA GENA,2.00E-07,-1.02E-06
HOLLISTIC LIFE,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIA ALVAREZ,2.03E-07,-1.02E-06
FARMACIAS BENAVIDES SUC PEDRO MORENO JAL,2.03E-07,-1.02E-06
GENEFARMA Y NATURISMO,2.03E-07,-1.02E-06
FARMACIA KARLA,2.00E-07,-1.02E-06
FARMACIAS SIMILARES ULTRA,2.00E-07,-1.02E-06
FARMACIA LA PAZ,2.00E-07,-1.02E-06
LA PANZA ES PRIMERO,2.00E-07,-1.02E-06
FARMACIA DEL SOL,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIAS YZA SUC 1G60 PLAYA TUCANES,2.00E-07,-1.02E-06
FARMACIAS YZA,2.00E-07,-1.02E-06
FARMACIA GENERICOS IDEAL,2.00E-07,-1.02E-06
FARMACIA SANTA FE,2.00E-07,-1.02E-06
GENERIX,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 102,2.00E-07,-1.02E-06
FARMACIA Y PERFUMERIA Y REGALOS,2.00E-07,-1.02E-06
FARMACIA PATRICIA,2.03E-07,-1.02E-06
FARMACIA LA CUATA,2.03E-07,-1.02E-06
FARMACIA GUADALAJARA,2.03E-07,-1.02E-06
FARMACIA SAN JOSE,2.03E-07,-1.02E-06
