nombre_hospital,latitud,longitud,
HOSPITAL DE NUESTRA SE?ORA DE LA SALUD,25.67978774,-100.314563,
HOSPITAL EL ANGEL,25.72009453,-100.3131359,
HOSPITAL ESPA?OL,25.69911061,-100.3118313,
HOSPITAL FRANCES,25.80163529,-100.3117059,
HOSPITAL FRAY JUAN DE SAN MIGUEL DE URUAPAN,25.73614806,-100.3063933,
HOSPITAL FUTURA MEDICA,25.67353749,-100.3042152,
HOSPITAL GENERAL APATZINGAN,25.67902467,-100.3032282,
HOSPITAL GENERAL DE LAZARO CARDENAS,25.70089694,-100.3014572,
HOSPITAL GENERAL DE MARAVATIO,25.75308588,-100.3014329,
HOSPITAL GENERAL DE SAHUAYO,25.70060915,-100.301258,
HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR 24,25.63118188,-100.300422,
HOSPITAL GENERAL DE SUBZONA N 7,25.7348739,-100.2996606,
HOSPITAL GENERAL DE URUAPAN DR PEDRO DANIEL MARTINEZ,25.67728452,-100.2996053,
HOSPITAL GENERAL DE ZACAPU,18.92463038,-100.2991643,
HOSPITAL GENERAL DE ZAMORA,25.669691,-100.2985557,
HOSPITAL GENERAL DE ZITACUARO,25.75229008,-100.2984172,
HOSPITAL GENERAL DOCTOR GABRIEL GARCIA,25.75805824,-100.2984015,
HOSPITAL GENERAL DOCTOR MIGUEL SILVA,25.75273341,-100.2982487,
HOSPITAL GENERAL LA PIEDAD,25.66936205,-100.2973382,
HOSPITAL GENERAL MARIA ZENDEJAS,25.65872421,-100.2971274,
HOSPITAL HISPANO,25.68376466,-100.2969459,
HOSPITAL IMPERIAL DE URUAPAN,25.6337402,-100.2966073,
HOSPITAL INOVA MEDICA,25.67007304,-100.2955513,
HOSPITAL INTEGRAL,25.65734052,-100.2951043,
HOSPITAL INTEGRAL DE ARTEAGA,19.11896547,-100.2950087,
HOSPITAL INTEGRAL DE CHERAN,25.68279405,-100.2926714,
HOSPITAL INTEGRAL DE NUEVA ITALIA,25.9589619,-100.2919536,
HOSPITAL JARDINADAS DE ZAMORA,25.95912887,-100.2910771,
HOSPITAL JIQULPAN SAN RAFAEL,25.76826595,-100.2891902,
HOSPITAL JUAN PABLO II,25.76568917,-100.2888091,
HOSPITAL LATINO,18.32229829,-100.2874656,
HOSPITAL MEMORIAL DE MORELIA,25.66436672,-100.2871378,
HOSPITAL MILITAR DE ZONA APATZINGAN,22.43152285,-100.2869347,
HOSPITAL MUNICIPAL DE ZAMORA,22.43080532,-100.2846307,
HOSPITAL MUNICIPAL LIC VERONICA GARCIA REYES,25.76095323,-100.2846025,
HOSPITAL NAVAL LAZARO CARDENAS HOSNAVCARD,25.65366937,-100.2840261,
HOSPITAL NOTREDAME MEDICAL CENTER,22.42328283,-100.2831277,
HOSPITAL PARA EL BIENESTAR,25.71163749,-100.2790081,
HOSPITAL PARROQUIAL DEL SAGRADO CORAZON DE SAHUAYO,25.71199685,-100.2789314,
HOSPITAL PREMIER,25.71132643,-100.2785719,
HOSPITAL PRIVADO FEMEDI,25.71760438,-100.2754315,
HOSPITAL PSIQUIATRICO DOCTOR JOSE TORRES OROZCO,25.71713635,-100.2748963,
HOSPITAL REGIONAL DE LOS REYES,25.71390971,-100.2737422,
HOSPITAL REGIONAL LAZARO CARDENAS,25.76954539,-100.2735257,
HOSPITAL RURAL DE OPURTINADADES DE COALCOMAN IMSS,25.62079977,-100.2683502,
HOSPITAL RURAL IMSS OPORTUNIDADES,25.67542096,-100.2666524,
HOSPITAL RURAL NUMERO 32 PARACHO PROGRAMA IMSS BIENESTAR,25.74128971,-100.2649113,
HOSPITAL RURAL OPORTUNIDADES VILLAMAR,19.26116037,-100.2627125,
HOSPITAL SAN FRANCISCO JAVIER,19.26112704,-100.2626985,
HOSPITAL SAN FRANCISCO URUAPAN,25.67856727,-100.2625731,
HOSPITAL SAN JORGE,25.67856727,-100.2625731,
HOSPITAL SAN JOSE,25.65674844,-100.2621615,
HOSPITAL SAN JOSE DE NAHUATZEN,25.65674844,-100.2621615,
HOSPITAL SAN MIGUEL,25.6793254,-100.2618702,
HOSPITAL SAN PEDRO,25.67866461,-100.2614277,
HOSPITAL SANTA FE,25.67332385,-100.2613287,
HOSPITAL SANTA MARIA DE SAHUAYO,25.7821859,-100.2586511,
HOSPITAL SANTA MARIA DE ZAMORA,25.5888148,-100.2586043,
HOSPITAL STAR MEDICA MORELIA,25.77792565,-100.2584956,
HOSPITAL TORRE MEDICA,25.58901672,-100.2584916,
HOSPITAL VENTURA PUENTE,20.57455198,-100.2580812,
HOSPITAL VICTORIA MEDICAL CENTER,25.79182,-100.2489281,
I.S.S.S.T.E. CHILCHOTA,25.79192817,-100.2489031,
IMSS,20.52829548,-100.2485155,
IMSS,25.67875103,-100.2484076,
IMSS,25.67952809,-100.2466531,
IMSS BIENESTAR,25.69962845,-100.2465171,
IMSS BIENESTAR,25.78537589,-100.2431667,
IMSS BIENESTAR CRAIM03,25.71887347,-100.2423269,
IMSS BIENESTAR CUANAJO 674014073200,25.78476161,-100.2421411,
IMSS BIENESTAR HRB 33 TUXPAN MICH,25.71665697,-100.2397445,
IMSS CLINICA UMFCH N.18,25.78018889,-100.2388416,
IMSS HOSPITAL,25.67793745,-100.2378748,
IMSS HOSPITAL GENERAL ZONA 83,25.68981579,-100.2261697,
IMSS OPORTUNIDADES,25.69520069,-100.2243831,
IMSS OPORTUNIDADES,25.69517127,-100.2231139,
IMSS OPORTUNIDADES,25.6935552,-100.2202808,
IMSS OPORTUNIDADES,19.17660804,-100.2186527,
IMSS OPORTUNIDADES ZIRAUEN,25.65851219,-100.2148197,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,25.70340155,-100.2127396,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE TRABAJADORES DEL ESTADO,25.67521222,-100.2125771,
INSTITUTO DE SERGURIDAD DE SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,25.65252463,-100.2026053,
INSTITUTO DEL SEGURO SOCIAL,25.74778305,-100.2010461,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,25.66260122,-100.2002635,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,25.71062971,-100.1988055,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,25.68641466,-100.1986016,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,25.65341656,-100.195738,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,25.65405895,-100.1955001,
INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,25.65379121,-100.195075,
INSTITUTO MEXICANO DEL SEGURO SOCIAL DE SUBZONA CON MEDICINA FAMILIAR NO 9,25.7159328,-100.19199,
INSTITUTO MEXICANO DEL SEGURO SOCIAL IMSS,25.71792098,-100.1907366,
INSTITUTO MEXICANO DEL SEGURO SOCIAL IMSS,25.78027033,-100.1905531,
IS SSTE,25.66219671,-100.1905175,
ISAM INSTITUTO DE SALUD DE LA MUJER,25.78518744,-100.1887043,
ISSSTE HOSPITAL DE ALTA ESPECIALIDAD DE MORELIA,23.67726284,-100.1886975,
LAZARO SCANER DIAGNOSTICO POR IMAGEN,25.7757399,-100.1878123,
MATERNIDAD GUADALUPANA,25.7786609,-100.1863251,
MEDICA RAPHA,25.77745277,-100.1858582,
MEDICAL METER CAMELINAS,26.5033044,-100.1846012,
MODULO 1 ZACAPU LA ANGOSTURA,25.64767992,-100.1835559,
MORELIA MEDICA CENTER,25.65621396,-100.1824552,
POLICLINICA GUZMAN,26.5047676,-100.1771072,
SANATORIO CUAUTLA,26.49681566,-100.1736899,
SANATORIO DEL ROSARIO,25.96566212,-100.1710197,
SANATORIO DON VASCO,19.8053769,-100.1702547,
SANATORIO HIDALGO,25.95759793,-100.1627563,
SANATORIO LA INMACULADA,25.95796828,-100.162368,
SANATORIO LA INMACULADA,25.96002452,-100.1602347,
SANATORIO LA LUZ,25.75716113,-100.1597844,
SANATORIO LA LUZ,18.90262917,-100.1597395,
SANATORIO LOS ANGELES,18.9059621,-100.1586541,
SANATORIO MEMORIAL,18.90399441,-100.15861,
SANATORIO MORA ESPINOSA,25.97765242,-100.1584349,
SANATORIO SAN JOSE,18.90700388,-100.1520379,
SANATORIO SAN JOSE,18.90087083,-100.1495178,
SANATORIO SANTA ELENA,25.38066481,-100.1466827,
SANTA CRUZ CENTRO MEDICO,25.64634813,-100.1464568,
SECRETARIA DE SALUD,18.89478703,-100.1428646,
SECRETARIA DE SALUD,18.8911172,-100.1412801,
SERVICIO DE SALUD DE MICHOACAN,25.66362077,-100.1407407,
SERVICIOS DE SALUD DE MICHOAC?N,25.79104098,-100.139801,
SERVICIOS DE SALUD DE MICHOAC?N HOSPITAL INFANTIL EVA SAMANO DE LOPEZ MATEOS,20.18425114,-100.1391205,
SUBDELACION ZITACUARO DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL,19.20675969,-100.1373035,
TEATRO STELLA INDA DEL IMSS,19.20320494,-100.1352597,
UMH 26 IMSS,19.80313738,-100.129107,
UNEME CAPA UNIDAD DE ESPECIALIDAD MEDICA ATENCION PRIMARIA EN ADICCIONES,19.8032866,-100.1290162,
UNIDAD DE DIAGNOSTICO INTEGRAL Y TRATAMIENTO CARMEN,25.89248903,-100.117607,
UNIDAD MEDICA DEL CENTRO,19.16265534,-100.1112012,
UNIDAD MEDICA DIAGNOSTICA INTEGRAL,25.82293458,-100.1109579,
UNIDAD MEDICA FAMILIAR,25.37422819,-100.1077885,
UNIDAD MEDICA FAMILIAR 44 IMSS,25.64884139,-100.1002341,
UNIDAD MEDICA MUNICIPAL,25.6482034,-100.0993233,
UNIDAD MEDICA RURAL,17.00613979,-100.0831991,
UNIDAD M?DICA RURAL,24.82436357,-100.0777377,
UNIDAD MEDICA RURAL,17.00059617,-100.0776652,
UNIDAD MEDICA RURAL DE HUIRAMBA,24.81915353,-100.0729872,
UNIDAD MEDICA RURAL DE IMSS CRECER,20.78069892,-100.0520125,
UNIDAD MEDICA RURAL IMSS,25.78610364,-100.0515038,
UNIDAD MEDICA RURAL IMSS BIENESTAR,19.04526625,-100.0510697,
UNIDAD M?DICA RURAL IMSS BIENESTAR,25.87735207,-100.0330164,
UNIDAD MEDICA RURAL IMSS BIENESTAR,25.56642359,-100.0220179,
UNIDAD M?DICA RURAL IMSS INSTITUTO MEXICANO DEL SEGURO SOCIAL,25.28178491,-100.0214095,
UNIDAD MEDICA RURAL IMSS OPORTUNIDADES,25.27753541,-100.0188419,
UNIDAD M?DICA RURAL IMSS OPORTUNIDADES ACACHU?N,19.91231013,-100.0176506,
UNIDAD M?DICA RURAL INSTITUTO MEXICANO DEL SEGURO SOCIAL,19.9117932,-100.014063,
UNIDAD MEDICA RURAL PAMATACUARO,25.59260446,-100.0110004,
UNIDAD MEDICA RURAL SAN MATIAS,25.57527187,-100.0107449,
UNIDAD MEDICA RURAL VICENTE RIVA PALACIO,25.59118313,-100.0075972,
UNIDAD MEDICA TU CASA VIDA Y SALUD,19.91723174,-100.0052395,
UNIDAD MEDICA URBANA MARAVATIO,20.39213141,-100.0037471,
UNIDAD MEDUCA UMR IMSS OPORTUNIDADES,25.58600928,-100.0022261,
URGENCIAS MEDICO QUIRURGICAS DE COTIJA,25.59390525,-100.001017,
CENTRO CARDIOLOGICO DE ZACATECAS,20.38797035,-100.0004599,
CENTRO DE SERVICIOS DE SALUD ZACATECAS,20.38659515,-99.99877973,
CENTRO HOSPITALARIO DE SAN JOSE,20.37705989,-99.99822182,
CENTRO HOSPITALARIO LOPEZ OROZCO,25.5919934,-99.99811896,
CIRUGIA DERMATOLOGIA Y PIE DIABETICO,20.38194366,-99.99758874,
CLINICA DE EMERGENCIAS JEREZ,20.39079111,-99.99633757,
CLINICA DE IMSS OPORTUNIDADES,19.44099829,-99.9962478,
CLINICA DE MATERNIDAD SANTA ROSA,19.43336618,-99.99621702,
CLINICA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,21.93216518,-99.99575874,
CLINICA DEL SEGURO SOCIAL,20.39059814,-99.99452661,
CLINICA HOSPITAL NIVEL OPERATIVO 24 DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,21.92645406,-99.99369057,
CLINICA IMSS TRANCOSO,21.93429614,-99.99271015,
CLINICA ISTE,21.91958784,-99.99193755,
CLINICA QUIRURGICA ENE,20.38900893,-99.99172323,
CLINICA SAN RAFAEL,21.92989204,-99.99024384,
CLINICA SOMBRERETE SA,21.92380045,-99.98764198,
CONSULTORIO DE GINECOLOGIA Y OBSTETRICIA,20.37695593,-99.98622701,
CRUZ ROJA MEXICANA,25.59696999,-99.98410401,
DESARROLLO INTEGRAL DE LA FAMILIA,21.93029247,-99.98197189,
FARMACIAS ATOCHA,17.78675486,-99.98012879,
HOSPITAL COMUNITARIO CALERA,20.39111533,-99.97644341,
HOSPITAL COMUNITARIO DR CALIXTO MEDINA MEDINA,20.38734361,-99.97481614,
HOSPITAL COMUNITARIO JUAN ALDAMA,18.85898621,-99.96713829,
HOSPITAL COMUNITARIO NOCHISTLAN,19.74794869,-99.96629753,
HOSPITAL COMUNITARIO SOMBRERETE,16.89320469,-99.95725305,
HOSPITAL COMUNITARIO TABASCO,19.71569639,-99.95423755,
HOSPITAL COMUNITARIO TRANCOSO,20.37775424,-99.95398342,
HOSPITAL COMUNITARIO VALPARAISO,19.71752818,-99.95390921,
HOSPITAL COMUNITARIO VILLA DE COS,19.71471106,-99.95175715,
HOSPITAL DE ESPECIALIDADES DE SALUD MENTAL,18.92549677,-99.9420746,
HOSPITAL DE ESPECIALIDADES JEREZ,20.91449608,-99.93138179,
HOSPITAL DE ESPECIALIDADES MEDICAS SIGLO XXI,20.90572786,-99.93084861,
HOSPITAL GENERAL DE ZONA 2 IMSS,16.86287593,-99.91852958,
HOSPITAL GENERAL FRESNILLO,16.86287593,-99.91852958,
HOSPITAL GENERAL JEREZ,20.52391787,-99.90953412,
HOSPITAL GENERAL ZACATECAS LUIS GONZALEZ COCIO,16.85112942,-99.90717882,
HOSPITAL JOSE MINERO ROQUE,24.72425891,-99.90126284,
HOSPITAL MEDICO DE ESPECIALIDADES SAN JOSE,16.87261029,-99.90105205,
HOSPITAL REAL DE MINAS,16.86122844,-99.90069171,
HOSPITAL RURAL 51 VILLANUEVA,20.6681213,-99.89964304,
HOSPITAL RURAL DE OPORTUNIDADES,20.52501414,-99.89899699,
HOSPITAL RURAL NO 53,20.52685565,-99.89866704,
HOSPITAL SAN AGUSTIN,20.5219131,-99.89808339,
HOSPITAL SANTA ELENA,20.52685275,-99.89801732,
I S S S T E,20.52514777,-99.89615244,
I.S.S.S.T.E,20.5252957,-99.89598052,
IMSS,16.85727208,-99.89566245,
IMSS,16.85779066,-99.89321498,
IMSS UNIDAD MEDICA FAMILIAR 3 UNIDAD MEDICA FAMILIAR 49 SAIN ALTO,16.85963983,-99.89097667,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,16.87289365,-99.89036797,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,16.87306011,-99.88745784,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,16.87322577,-99.88708627,
INSTITUTO MEXICANO DEL SEGURO SOCIAL IMSS HOSPITAL 1,18.86516915,-99.88508962,
INSTITUTO MEXICANO DEL SEGURO SOCIAL NO. 45 VILLA DE COS,20.51932215,-99.8848434,
INTEGRA GRUPO M?DICO,20.51932157,-99.88484257,
MARTENIDAD DEL CARMEN,16.87405828,-99.88473611,
MATERNIDAD SANTA ISABEL,16.87444817,-99.88448172,
MEDICA NORTE UNIDAD DE GASTROCIRUGIA,16.86217478,-99.88284147,
SANATORIO SAN VICENTE DE FRESNILLO,19.78950552,-99.88236226,
SEGURO SOCIAL 24 PANFILO NATERA,19.79828349,-99.8796391,
UNEME DE URGENCIAS ZACATECAS,16.86471902,-99.87933948,
UNIDAD DE MEDICINA FAMILIAR NO 55,19.79842354,-99.87916023,
UNIDAD DE MEDICINA RURAL NO. 65 IMSS BIENESTAR,19.7999821,-99.87720513,
UNIDAD DE MEDICINA RURAL NO.67 IMSS BIENESTAR SANTA MARIA DE LA PAZ,16.86448682,-99.87620697,
UNIDAD INTEGRAL DE SALUD REHABILITACION,16.86448682,-99.87620697,
UNIDAD MEDICA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,16.86448682,-99.87620697,
UNIDAD MEDICA FAMILIAR 31,16.86461266,-99.87580266,
UNIDAD MEDICA FAMILIAR NO. 36,19.79942115,-99.87475875,
UNIDAD MEDICA RURAL IMSS,19.78937806,-99.87464722,
UNIDAD MEDICA RURAL NO 103,19.79050111,-99.8742633,
UNIDAD MEDICA RURAL NO 32 MONTE ESCOBEDO,19.80392644,-99.8731439,
UNIDAD MEDICA SANTA ANA,18.35584591,-99.86961062,
UNIDAD MEDICA URBANA,16.8727706,-99.86855286,
ADMINISTRACION DEL HOSPITAL SANTA FE,18.37491407,-99.86826358,
CASA AME,16.85850837,-99.86786715,
CENTRO DE REHABILITACI?N TEPECOACUILCO DE TRUJANO,16.87773882,-99.86613233,
CENTRO DE SALUD AMPLIACION SAN RAFAEL NORTE,16.85600777,-99.86075259,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE BUENAVISTA DE CUELLAR,16.87804451,-99.8565918,
CENTRO DE SALUD DE HUITZUCO,16.84905679,-99.84927692,
CENTRO DE SALUD LAS VIGAS,16.84031437,-99.84925813,
CENTRO MEDICO QUIRURGICO,16.84081677,-99.84913619,
CENTRO M?DICO ZAPATA,16.89869057,-99.84913145,
CENTRON DE SALUD URBANO LA GARITA,16.85106827,-99.84760243,
CL?NICA AVENIDA 2001,19.95302301,-99.845797,
CLINICA BTC BIO THERAPEUTIC CENTER,25.19500716,-99.84193529,
CLINICA CENTRO MEDICO SAN JOSE,25.18575093,-99.84110705,
CLINICA CHILPANCINGO,16.90314314,-99.8387212,
CLINICA CHILPANCINGO UAGRO,25.18604946,-99.83720396,
CLINICA DE DETECCION OPORTUNA DE CANCER CERVICO UTERINO Y MAMARIO,25.18364874,-99.8359174,
CLINICA DE ESPECIALIDADES MEDICAS DE TIERRA CALIENTE,16.90242899,-99.83563301,
CLINICA DE ESPECIALIDADES SAN MARCOS,25.18368859,-99.83521061,
CL?NICA DE ESPECIALIDADES ZIHUATANEJO,16.89672419,-99.83200174,
CLINICA DE MEDICINA FAMILIAR CON ESPECIALIDADES Y QUIROFANO,25.19131921,-99.82872205,
CLINICA DE MEDICINA FAMILIAR CON ESPECIALIDADES Y QUIROFANO TECPAC,16.89922422,-99.827543,
CLINICA DE MEDICINA FAMILIAR Y ESPECIALIDADES + QUIROFANO DE TLAPA DE COMONFORT.,20.0958844,-99.82662621,
CLINICA DEL I S S S T E,24.11386083,-99.82602439,
CLINICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.09872846,-99.82550642,
CLINICA HIGEA,16.91456341,-99.8209752,
CLINICA HOSPITAL SAN JUAN,16.85637578,-99.8186064,
CLINICA HUMANA,20.69470207,-99.81691392,
CLINICA IGUALA,21.05265321,-99.81593884,
CLINICA MACIEL,20.70082611,-99.81555746,
CLINICA MATERNIDAD LA ASUNCION,20.22332717,-99.815034,
CLINICA MEDICA DIAMANTE,24.10228458,-99.81470533,
CLINICA MEDICA TOVAR,20.69598019,-99.81399394,
CLINICA REGIONAL OFTALMOLOGICA CONDE DE OMETEPEC,16.81168153,-99.80514476,
CLINICA SAN JOSE,16.77879425,-99.78306024,
CLINICA VEINTE DE NOVIEMBRE,18.72102428,-99.78107952,
CLINICA Y MATERNIDAD CRISTO MEDICO DE ACAPULCO,19.56740053,-99.76791017,
CONSULTORIO DE CARDIOLOGIA SIN NOMBRE,18.92491304,-99.7665129,
CONSULTORIO DE GINECOLOGIA,19.56517155,-99.76113237,
CONSULTORIO MEDICO,19.36791881,-99.75566019,
CONSULTORIO MEDICO DE GINECOLOGIA Y OBSTETRIA SIN NOMBRE,19.57088943,-99.75551786,
CONSULTORIO MEDICO GINECOLOGICO,19.56851225,-99.75326808,
CRUZ ROJA MEXICANA,19.35736074,-99.75214265,
CRUZ ROJA MEXICANA DELEGACION ESTATAL,19.29963672,-99.74482974,
G NECOLOGIA Y OBSTERICIA,22.99151674,-99.71917711,
HOSPITA GENERAL DE CHILAPA,17.10513746,-99.71106084,
HOSPITAL AQUA,19.28738096,-99.68376578,
HOSPITAL BASICO COMUNITARIO,18.84462945,-99.68266755,
HOSPITAL BASICO COMUNITARIO,25.25825635,-99.68207705,
HOSPITAL BASICO COMUNITARIO,18.84779055,-99.68067008,
HOSPITAL BASICO COMUNITARIO,25.26057646,-99.68025753,
HOSPITAL BASICO COMUNITARIO COPALA,18.8473556,-99.67975559,
HOSPITAL BASICO COMUNITARIO DE PETATLAN,19.2843817,-99.67405133,
HOSPITAL BASICO COMUNITARIO DE SALUD DE TIXTLA SEGUNDO NIVEL,19.28435131,-99.67403224,
HOSPITAL BASICO COMUNITARIO QUECHULTENANGO,19.28435131,-99.67403224,
HOSPITAL BASICO COMUNITARIO SERVICIOS ESTATALES DE SALUD,19.29227187,-99.67210864,
HOSPITAL BASICO DE LA COMUNIDAD DE XOCHIHUEHUETLAN,19.2903142,-99.67106193,
HOSPITAL COMUNITARIA DE ACATEPEC,19.27790863,-99.67091916,
HOSPITAL DE LA AMISTAD,19.29343645,-99.66975121,
HOSPITAL DE LA COMUNIDAD COYUCA DE BENITEZ AMIGO DEL NI?O Y DE LA NI?A,19.27718089,-99.66777229,
HOSPITAL DE LA COMUNIDAD DE ALCOZAUCA,19.27573366,-99.66775018,
HOSPITAL DE LA COMUNIDAD DE HUAMUXTITLAN,18.80122048,-99.66755195,
HOSPITAL DE LA COMUNIDAD DE OLINALA,19.27439026,-99.66595945,
HOSPITAL DE LA COMUNIDAD DE SAN MARCOS,19.29192492,-99.66569544,
HOSPITAL DE LA COMUNIDAD DE TECPAN DE GALEANA,19.29380839,-99.66532833,
HOSPITAL DE LA COMUNIDAD DE TELOLOAPAN GRO.,19.29306186,-99.66487259,
HOSPITAL DE LA COMUNIDAD DE TLACOAPA,19.22380954,-99.66457642,
HOSPITAL DE LA COMUNIDAD DE ZAPOTITLAN TABLAS,19.36150892,-99.66342236,
HOSPITAL DE LA COMUNIDAD ZUMPANGO,19.29501399,-99.66262247,
HOSPITAL DE LA COOMUNIDAD HUAMUXTITLAN,19.25942993,-99.66239458,
HOSPITAL DE LA MADRE Y EL NI?O GUERRERENSE,19.27330069,-99.6615183,
HOSPITAL DE LA MADRE Y EL NI?O INDIGENA GUERRERENSE,19.27293995,-99.66123059,
HOSPITAL DEL PRADO,19.29123567,-99.66093749,
HOSPITAL FARALLON,19.27136911,-99.66035397,
HOSPITAL GENERAL,19.27275622,-99.65775174,
HOSPITAL GENERAL ADOLFO PRIETO,19.27148649,-99.65688332,
HOSPITAL GENERAL BERNARDO SEPULVEDA GUTIERREZ,19.35347063,-99.65671162,
HOSPITAL GENERAL DE AYUTLA,19.35367148,-99.65465482,
HOSPITAL GENERAL DE HUITZUCO GUERRERO,19.26803026,-99.65434405,
HOSPITAL GENERAL DE OMETEPEC,20.37574103,-99.65407686,
HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR NO 5,20.37473001,-99.65388246,
HOSPITAL GENERAL DR DONATO G ALARCON,19.27245262,-99.65258758,
HOSPITAL GENERAL INSTITUTO DE SEGURIDAD Y SERVICIO SOCIAL DE LOS TRABAJADORES ACAPULCO,19.26844665,-99.65230646,
HOSPITAL GENERAL JORGE SOBERON ACEVEDO,20.37369141,-99.64970116,
HOSPITAL GENERAL JUVENTINO RODRIGUEZ,19.29006216,-99.64935722,
HOSPITAL GENERAL REGIONAL DR. GUILLERMO SOBERON ACEVEDO COYUCA DE CATALAN,19.30300175,-99.64831275,
HOSPITAL GENERAL REGIONAL NUMERO 1 VICENTE GUERRERO,22.00551922,-99.64826756,
HOSPITAL GENERAL TLAPA,19.28627198,-99.64816592,
HOSPITAL MILITAR REGIONAL,19.28268651,-99.64554621,
HOSPITAL MILITAR REGIONAL DE CHILPANCINGO,18.96199488,-99.642582,
HOSPITAL NAVAL DE ACAPULCO,19.28504262,-99.64152671,
HOSPITAL NUESTRA SE?ORA DE LA PIEDAD,18.95735939,-99.64058217,
HOSPITAL PAPAGAYO,19.28327752,-99.64026108,
HOSPITAL PERIFERICO SUR,19.26687,-99.636607,
HOSPITAL PRIVADO ANAHUAC,19.31663834,-99.63604262,
HOSPITAL PRIVADO LAS AMERICAS,19.26482311,-99.63602643,
HOSPITAL PRIVADO MAGALLANES,19.25732777,-99.63530867,
HOSPITAL PRIVADO SAN ANGEL,19.32057005,-99.6341535,
HOSPITAL PROGRESO CLINICA AVANZADA DE ATENCION PRIMARIA A LA SALUD,20.53530479,-99.63414183,
HOSPITAL PUNGARABATO,19.32083891,-99.63362835,
HOSPITAL REFORMA,19.3037446,-99.63138362,
HOSPITAL REGIONAL NAVAL DE ACAPULCO,19.30294791,-99.62733022,
HOSPITAL ROYAL CARE,19.36168774,-99.62732855,
HOSPITAL SANTA LUCIA,19.16209256,-99.61975117,
HOSPITAL VIDA LOS ANGELES,19.16194001,-99.61935841,
HOSPITALDE LA MADRE Y EL NI?O INDIGENA GUERRERENSE,19.2485558,-99.61634808,
I.S.S.S.T.E,19.25897118,-99.61569816,
IMSS,19.25663867,-99.61417134,
IMSS,19.25630021,-99.6137991,
IMSS OPORTUNIDADES,19.55151536,-99.61306755,
INSTITUTO DE SEGURIDAD SOCIAL TRABAJADORES DEL ESTADO TECOANAPA,19.26352756,-99.61086339,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,19.26307017,-99.61043594,
INSTITUTO ESTATAL DE CANCEROLOGIA DOCTOR ARTURO BELTR?N ORTEGA,19.27526465,-99.60652193,
INSTITUTO MEXICANO  DEL SEGURO SOCIAL,22.39974583,-99.606513,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,18.56584067,-99.60483565,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,26.08400486,-99.60455257,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,18.55349307,-99.60249282,
ISSTE SALUD,18.56109777,-99.60137074,
ISSTE SAN MIGUEL TOTOLAPAN,18.96404903,-99.59978455,
MEDICA AZUETA,19.33503087,-99.59828569,
MODULO IMSS OPORTUNIDADES SIN NOMBRE,19.35622455,-99.59788704,
NUCLEO BASICO DE SALUD PASO LIMONERO,19.25927527,-99.59592906,
NUCLEO DE SALUD POLIGONO D,19.27160009,-99.59536842,
NUEVO SANATORIO ORIENTE,22.12343291,-99.59499706,
OPERADORA MEDICA Y HOSPITALARIA DEL PACIFICO,19.46550417,-99.59483197,
SANATORIO AMERICA,18.96371857,-99.59378817,
SANATORIO DEL SAGRADO CORAZ?N,19.46547229,-99.59292372,
SANATORIO MEDICO SAN ANGEL,19.10561921,-99.59276415,
SANATORIO PADRE JESUS,19.10677439,-99.59055153,
SERVICIO MEDICO UNIVERSITARIO DE LA UNIVERSIDAD AUTONOMA DE GUERRERO,18.9651315,-99.58805863,
SERVICIO MEDICO VIGURI,19.20819659,-99.58698594,
UNEME ENFERMEDADES CRONICAS,19.28662081,-99.58684224,
UNIDAD DE CUIDADOS INTENSIVOS ALMATII,18.96124967,-99.58594081,
UNIDAD DE MEDICICINA FAMILIAR NUMERO 15,19.10346661,-99.58509066,
